item_0,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,item_41,item_42,item_43,item_44,item_45,item_46,item_47,item_48
43242,2,430,30.2,4.17,0,0,4,19,10,315,0,0,23,0,140.7,0,0,50,6,65.1,0,0,24,0,31,0,34.2,0,116,343,897,56.05,30.37,40.73,9.78,7.97,116.78,69,0.38,89.7,17.51,30.3,4.04,314.3,140.7,65.1,31,34.2
43242,3,440,30.3,4.04,0,0,0,21,0,314.3,0,0,17.5,0,140.7,0,0,45,0,65.1,0,0,21,0,31,0,34.2,0,144,322,897,55.97,30.33,40.36,9.7,7.91,116.77,69,0.39,89.7,17.5,30.2,4.01,315.7,143.1,64.8,31,34.2
43243,1,430,30.2,4.01,0,0,0,14,14,315.7,0,0,12,10,143.1,0,0,38,18,64.8,0,0,18,7,31,0,34.2,0,104,268,897,56.15,30.06,40.47,9.72,7.94,116.17,69,0.38,89.7,30.7,30.2,4.12,313.2,143.1,64.8,31,34.2
43243,2,430,30.2,4.12,0,0,0,23,8,313.2,0,0,17,10,143.1,0,0,50,0,64.8,0,0,24,0,31,0,34.2,0,144,324,897,56.41,30.13,40.3,9.68,7.92,115.78,69,0.39,89.7,17.51,30.1,4.15,315.6,143.1,64.8,31,34.2
43243,3,440,30.1,4.15,0,0,4,22,0,315.6,0,0,21,0,143.1,0,0,40,0,64.8,0,0,21,0,31,0,34.2,0,152,323,897,56.22,30.16,40.3,9.68,7.9,115.74,69,0.39,89.7,17.5,30,4.02,310.4,142.4,64.2,31,34.2
43244,1,430,30,4.02,0,0,0,15,12,310.4,0,0,17,10,142.4,0,0,30,25,64.2,0,0,19,8,31,0,34.2,0,204,292,897,56.06,30.06,39.6,9.51,7.82,115.77,69,0.38,89.7,17.51,30.1,4.03,308.5,142.4,64.2,31,34.2
43244,2,430,30.1,4.03,0,0,0,21,10,308.5,0,0,21,8,142.4,0,0,48,10,64.2,0,0,25,0,31,0,34.2,0,212,284,897,56.04,30.07,39.46,9.48,7.81,115.91,69,0.38,89.7,17.52,30.1,4.08,313.6,142.4,64.2,31,34.2
43244,3,440,30.1,4.08,0,0,0,23,0,313.6,0,0,23,0,142.4,0,0,48,0,64.2,0,0,22,0,31,0,34.2,0,216,256,897,56.11,29.98,39.36,9.46,7.78,115.89,69,0.39,89.7,17.5,30.1,4.1,307.8,144.2,64.3,31,34.2
43245,1,430,30.1,4.1,0,0,0,16,10,307.8,0,0,17,10,144.2,0,0,39,17,64.3,0,0,20,8,31,0,34.2,0,204,283,897,56.31,29.94,39.58,9.51,7.83,115.63,69,0.39,89.7,17.51,30.1,4.16,311.2,144.2,64.3,31,34.4
43245,2,430,30.1,4.16,0,0,4,21,10,311.2,0,0,22,9,144.2,0,0,48,10,64.3,0,0,25,0,31,0,34.4,0,183,308,897,56.48,30.05,39.86,9.57,7.89,115.64,69,0.39,89.7,17.5,30.2,4.03,315.7,144.2,64.3,31,34.4
43245,3,440,30.2,4.03,0,0,0,23,7,315.7,0,0,25,0,144.2,0,0,48,0,64.3,0,0,23,0,31,0,34.4,0,152,300,897,56.59,30.07,40.2,9.66,7.93,115.67,69,0.38,89.7,17.51,30.2,4.06,318.5,145.2,65,31,34.4
43246,1,440,30.2,4.06,0,0,0,24,0,318.5,0,0,20,0,145.2,0,0,40,0,65,0,0,21,0,31,0,34.4,0,184,312,897,56.8,30.05,39.86,9.58,7.91,115.54,69,0.39,89.7,17.5,30.1,4.08,316.7,145.2,65,31,34.2
43246,2,440,30.1,4.08,0,0,0,16,10,316.7,0,0,14,11,145.2,0,0,30,20,65,0,0,19,0,31,0,34.2,0,92,147,897,56.1,30.09,39.75,9.55,7.89,115.42,69,0.38,89.7,17.51,30.1,4,311.9,142.1,63.8,33,34.1
43248,1,430,30.1,4,0,0,0,21,5,311.9,0,0,23,7,142.1,0,0,45,8,63.8,0,0,17,7,33,0,34.1,0,47,181,897,55.67,30.02,41.18,9.89,7.84,114.86,69,0.38,89.7,17.51,30.3,4.24,313.1,142.1,63.8,33,34.1
43248,2,430,30.3,4.24,0,0,4,20,0,313.1,0,0,25,0,142.1,0,0,48,0,63.8,0,0,23,0,33,0,34.1,0,128,274,897,56.04,30.1,40.28,9.68,7.76,114.84,69,0.39,89.7,17.51,30.3,4.11,316.6,142.1,63.8,33,34.1
43248,3,430,30.3,4.11,0,0,0,15,0,316.6,0,0,22,0,142.1,0,0,40,0,63.8,0,0,21,0,33,0,34.1,0,187,273,897,56.63,30.08,39.76,9.55,7.73,114.61,69,0.38,89.7,17.51,30.3,4.02,308.3,141.6,64.4,33,34.1
43249,1,430,30.3,4.02,0,0,0,7,18,308.3,0,0,17,11,141.6,0,0,30,20,64.4,0,0,18,7,33,0,34.1,0,131,346,897,56.19,30.01,40.6,9.76,7.91,114.18,69,0.4,89.7,17.5,30.3,4.18,315,141.6,64.4,33,33.3
43249,2,430,30.3,4.18,0,0,4,17.5,0,315,0,0,22,0,141.6,0,0,42,0,64.4,0,0,23,0,33,0,33.3,0,140,320,897,56.26,30.02,40.33,9.69,7.87,113.94,69,0.38,89.7,17.51,30.3,3.96,308.8,141.6,64.4,33,33.3
43249,3,430,30.3,3.96,0,0,0,11,10,308.8,0,0,17,10,141.6,0,0,32,20,64.4,0,0,20,0,33,0,33.3,0,148,308,897,55.93,29.99,40.3,9.69,7.87,113.81,69,0.38,89.7,17.51,30.4,3.93,314,144.1,64.5,33,33.3
43250,1,430,30.4,3.93,2,2,0,13.5,12,314,0,0,22.5,0,144.1,0,0,45,8,64.5,0,0,18,7,33,0,33.3,0,84,303,897,55.76,29.99,40.97,9.84,7.97,113.4,69,0.39,89.7,19.68,30.3,4.23,316.3,144.1,64.5,33,33.7
43250,2,430,30.3,4.23,0,0,4,24,0,316.3,0,0,17,0,144.1,0,0,44,0,64.5,0,0,23,0,33,0,33.7,0,124,351,897,55.84,29.97,40.66,9.77,7.94,113.05,69,0.38,89.7,17.52,30.1,4.1,306.3,144.1,64.5,33,33.7
43250,3,430,30.1,4.1,0,0,0,17,10,306.3,0,0,12,10,144.1,0,0,34,15,64.5,0,0,20,4,33,0,33.7,0,124,316,897,56.29,30,40.58,9.75,7.91,112.74,69,0.39,89.7,17.51,30.2,4.08,308,146.9,64.2,33,33.7
43251,1,430,30.2,4.08,0,0,0,20.5,10,308,0,0,17,10,146.9,0,0,41,16,64.2,0,0,24,0,33,0,33.7,0,120,346,897,56.17,30.01,40.7,9.78,7.93,112.66,69,0.38,89.7,17.52,30.2,4.19,304.7,146.9,64.2,33,33.6
43251,2,430,30.2,4.19,0,0,4,24,0,304.7,0,0,21,0,146.9,0,0,49,0,64.2,0,0,21,0,33,0,33.6,0,120,368,897,56.79,30.07,40.77,9.8,7.93,112.51,69,0.38,89.7,17.52,30.2,3.99,305,146.9,64.2,33,33.6
43251,3,430,30.2,3.99,0,0,0,16,10,305,0,0,16,10,146.9,0,0,40,20,64.2,0,0,19,0,33,0,33.6,0,115,343,897,56.42,29.99,40.74,9.79,7.94,112.08,69,0.39,89.7,17.51,30.2,3.97,302.6,148.4,64.6,33,33.6
43252,1,430,30.2,3.97,0,0,0,20,10,302.6,0,0,20,9,148.4,0,0,50,0,64.6,0,0,16,10,33,0,33.6,0,102,359,897,56.17,30.02,40.87,9.82,7.96,111.42,69,0.38,89.7,17.51,30.2,4.12,323,148.4,64.6,33,33.7
43252,2,430,30.2,4.12,0,0,0,22,0,323,0,1.488,23,0,148.4,0,0,42,0,64.6,0,0,23,0,33,0,33.7,0,119,370,897,56.24,30.02,40.77,9.8,7.95,111.56,69,0.39,89.7,17.51,30.1,4.03,327.4,148.4,64.6,33,33.7
43252,3,430,30.1,4.03,0,0,0,14,0,327.4,0,0,17,0,148.4,0,0,32,0,64.6,0,0,20,0,33,0,33.7,0,42,127,897,55.5,29.97,40.69,9.78,7.93,111.18,69,0.39,89.7,17.51,30.1,4.1,327.1,150.1,63.3,33,33.9
43255,1,430,30.1,4.1,0,0,0,10,15,327.1,0,0,15,10,150.1,0,0,28,20,63.3,0,0,20,7,33,0,33.9,0,37,48,897,55.13,30.01,40.14,9.64,7.73,108.57,69,0.38,89.7,17.52,30.1,4.19,316.4,150.1,63.3,33,33.9
43255,2,430,30.1,4.19,0,0,4,23,7,316.4,2,0,24,0,150.1,0,0,48,0,63.3,0,0,25,0,33,0,33.9,0,108,291,897,56.11,30.07,40.52,9.73,7.81,108.44,69,0.38,89.7,17.52,30.2,4.07,324,150.1,63.3,33,33.9
43255,3,430,30.2,4.07,0,0,0,24,0,324,0,0,19,10,150.1,0,0,38,15,63.3,0,0,23,0,33,0,33.9,0,93,352,897,56.3,30,41.07,9.87,7.9,108.16,69,0.39,89.7,17.51,30.2,4.1,324.3,148.7,64.2,33,33.9
43256,1,430,30.2,4.1,0,0,0,17,13,324.3,0,0,24,0,148.7,0,0,46,12,64.2,0,0,21,6,33,0,33.9,0,156,304,897,56.75,29.94,40.15,9.65,7.8,107.74,69,0.38,89.7,17.52,30.3,4.16,319.5,148.7,64.2,33,33.9
43256,2,430,30.3,4.16,0,0,4,21,8,319.5,2,0,18,10,148.7,0,0,49,10,64.2,0,0,24,0,33,0,33.9,0,119,281,897,55.87,30,40.41,9.71,7.85,107.44,69,0.38,89.7,17.51,30.2,4.13,306.4,148.7,64.2,33,33.9
43256,3,430,30.2,4.13,0,0,0,25,0,306.4,0,0,25,0,148.7,0,0,50,0,64.2,0,0,22,0,33,0,33.9,0,136,326,897,56.14,30.03,40.51,9.73,7.88,107.24,69,0.39,89.7,17.51,30.3,4.19,317.1,147.8,64.2,33,33.9
43257,1,430,30.3,4.19,0,0,4,17,11,317.1,0,0,20,7,147.8,0,0,42,14,64.2,0,0,19,8,33,0,33.9,0,132,321,897,56.56,30.01,40.44,9.72,7.87,106.72,69,0.39,89.7,17.51,30.3,4,302.9,147.8,64.2,33,34.7
43257,2,430,30.3,4,0,0,0,21,10,302.9,0,0,22,9,147.8,0,0,48,10,64.2,0,0,24,0,33,0,34.7,0.2,132,355,897,56.42,30.02,40.59,9.75,7.92,106.45,69,0.39,89.7,17.51,30.3,4.08,308.8,147.8,64.2,33,34.7
43257,3,430,30.3,4.08,0,0,0,25,0,308.8,0,0,25,0,147.8,0,0,48,0,64.2,0,0,22,0,33,0,34.7,0,116,354,897,56.15,29.98,40.81,9.81,7.94,106.35,69,0.38,89.7,17.51,30.3,4.12,309.5,140.3,63.6,33,34.7
43258,1,430,30.3,4.12,0,0,0,17,11,309.5,0,0,20,10,140.3,0,0,39,14,63.6,0,0,19,7,33,0,34.7,0,140,328,897,56.35,30.06,40.38,9.7,7.89,105.94,69,0.39,89.7,17.51,30.3,4.17,297.8,140.3,63.6,33,34.1
43258,2,430,30.3,4.17,0,0,4,20,10,297.8,0,0,24,0,140.3,0,0,45,10,63.6,0,0,24,0,33,0,34.1,0,157,326,897,56.27,30,40.19,9.66,7.88,105.86,69,0.39,89.7,17.51,30.3,3.96,309.8,140.3,63.6,33,34.1
43258,3,430,30.3,3.96,0,0,0,23,0,309.8,0,0,19,0,140.3,0,0,48,0,63.6,0,0,21,0,33,0,34.1,0,167,277,897,56.41,29.98,39.92,9.59,7.82,105.89,69,0.38,89.7,17.51,30.3,4.06,305.4,143.9,64.9,33,34.1
43259,1,430,30.3,4.06,0,0,0,15,12,305.4,0,0,13.5,10,143.9,0,0,38,18,64.9,0,0,19,9,33,0,34.1,0,135,327,897,56.15,30.02,40.45,9.72,7.92,105.52,69,0.38,89.7,17.51,30.3,4.05,317.1,143.9,64.9,33,34
43259,2,430,30.3,4.05,0,0,0,21,0,317.1,0,0,18,10,143.9,0,0,48,10,64.9,0,0,25,0,33,0,34,0,146,332,897,56.38,29.98,40.34,9.69,7.92,105.3,69,0.39,89.7,17.51,30.3,4.09,317.1,143.9,64.9,33,34
43259,3,430,30.3,4.09,0,0,0,14,10,317.1,0,0,24,0,143.9,0,0,48,0,64.9,0,0,23,0,33,0,34,0,47,119,897,56.71,29.97,40.33,9.69,7.91,105.33,69,0.38,89.7,17.51,30.2,4.1,309.8,143.7,63.9,32,34.6
43262,1,430,30.2,4.1,0,0,0,19,0,309.8,0,0,21.5,0,143.7,0,0,46,0,63.9,0,0,22,0,32,0,34.6,0.1,32,67,897,55.72,29.94,40.89,9.82,7.78,104.03,69,0.37,89.7,17.52,30.4,4.07,326.7,143.7,63.9,32,34.6
43262,2,430,30.4,4.07,0,0,4,17,10,326.7,0,0,20,0,143.7,0,0,42,0,63.9,0,0,21,0,32,0,34.6,0,116,311,897,56.68,30,40.48,9.73,7.78,103.97,69,0.39,89.7,17.51,30.4,4.1,328.4,143.7,63.9,32,34.6
43262,3,430,30.4,4.1,0,0,0,20,5,328.4,0,0,15,10,143.7,0,0,34,20,63.9,0,0,19,8,32,0,34.6,0,134,322,897,56.22,29.99,40.45,9.72,7.8,103.75,69,0.39,89.7,17.51,30.5,4.07,329.8,142.2,63.7,32,34.6
43263,1,430,30.5,4.07,0,0,0,17.5,10,329.8,0,0,19,10,142.2,0,0,44,11,63.7,0,0,24,4,32,0,34.6,0,112,367,897,55.88,29.97,40.79,9.8,7.89,103.44,69,0.39,89.7,17.51,30.5,4.1,316.9,142.2,63.7,32,34
43263,2,430,30.5,4.1,0,0,0,21,0,316.9,3,0,24,0,142.2,0,0,48,0,63.7,0,0,25,0,32,0,34,0,162,302,897,55.99,29.99,40.05,9.62,7.79,103.43,69,0.39,89.7,17.5,30.5,4.16,303.4,142.2,63.7,32,34
43263,3,430,30.5,4.16,0,0,4,14,10,303.4,0,0,20.5,0,142.2,0,0,38,14,63.7,0,0,23,0,32,0,34,0,122,346,897,56.27,30,40.69,9.78,7.9,103.35,69,0.39,89.7,17.5,30.5,3.98,295.1,142,63.4,32,34
43264,1,430,30.5,3.98,0,0,0,15,13,295.1,0,0,15,10,142,0,0,42,13,63.4,0,0,20,7,32,0,34,0,118,361,897,56.9,29.95,40.73,9.79,7.94,102.81,69,0.38,89.7,17.51,30.5,4.06,305.6,142,63.4,32,34
43264,2,430,30.5,4.06,0,0,0,21,8,305.6,0,1.788,20,9,142,0,0,48,0,63.4,0,0,25,0,32,0,34,0,28,327,897,55.64,29.98,41.94,10.08,8.1,102.82,69,0.37,89.7,17.52,30.5,4.1,327,142,63.4,32,34
43264,3,430,30.5,4.1,0,0,0,24,0,327,0,0,24,0,142,0,0,40,10,63.4,0,0,22.5,0,32,0,34,0,0,334,897,56.12,29.79,42.45,10.2,8.14,102.98,69,0.36,89.7,17.52,30.5,4.02,319.1,141.1,63,32,34
43265,1,430,30.5,4.02,0,0,0,18,10,319.1,0,0,20,9,141.1,0,0,42,13,63,0,0,20,8,32,0,34,0,0,366,897,55.85,29.76,42.49,10.21,8.19,102.74,69,0.37,89.7,17.52,30.5,4.16,320.3,141.1,63,32,34.1
43265,2,430,30.5,4.16,0,0,4,22,7,320.3,0,0,25,0,141.1,0,0,48,0,63,0,0,25,0,32,0,34.1,0,0,377,897,56.06,29.77,42.49,10.21,8.18,102.73,69,0.38,89.7,17.52,30.6,4.06,326.8,141.1,63,32,34.1
43265,3,430,30.6,4.06,0,0,0,24,6,326.8,0,0,20,10,141.1,0,0,41,12,63,0,0,24,0,32,0,34.1,0,0,347,897,56.01,29.76,42.45,10.2,8.15,102.84,69,0.37,89.7,17.51,30.6,3.99,320.3,147.6,63.7,32,34.1
43266,1,430,30.6,3.99,0,0,0,23.5,6,320.3,0,0,25,0,147.6,0,0,47,12,63.7,0,0,22.5,7,32,0,34.1,0,0,367,897,55.93,29.75,42.45,10.2,8.15,102.81,69,0.36,89.7,17.52,30.5,4.12,314.8,147.6,63.7,32,34
43266,2,430,30.5,4.12,0,0,0,24,5,314.8,0,0,21,8,147.6,0,0,50,0,63.7,0,0,25,0,32,0,34,0,0,364,897,56.29,29.73,42.44,10.2,8.13,102.76,69,0.37,89.7,17.51,30.1,4.21,313.7,147.6,63.7,32,34
43266,3,430,30.1,4.21,0,0,4,24,4,313.7,0,0,24,0,147.6,0,0,43,10,63.7,0,0,24,0,32,0,34,0,0,153,897,56,29.84,42.44,10.2,8.13,102.78,69,0.37,89.7,17.52,30.1,4.02,306.8,140.3,62.9,32,34.2
43269,1,440,30.1,4.02,0,0,0,23.5,0,306.8,0,0,22.5,0,140.3,0,0,50,0,62.9,0,0,23.5,0,32,0,34.2,0,0,89,897,56.12,29.88,42.49,10.21,8.07,102.19,69,0.38,89.7,45.81,30,4.23,308.6,140.3,62.9,32,34.2
43269,2,430,30,4.23,0,0,4,21,7,308.6,0,0,20.5,10,140.3,0,0,47,10,62.9,0,1.38,22.5,0,32,0,34.2,0,0,342,897,56.09,29.88,42.49,10.21,8.13,102.2,69,0.38,89.7,17.51,30,4.04,304.8,140.3,62.9,32,34.2
43269,3,430,30,4.04,0,0,0,22,6,304.8,0,0,25,0,140.3,0,0,50,0,62.9,0,0,20,0,32,0,34.2,0,0,333,897,55.72,29.89,42.47,10.2,8.11,102.29,69,0.38,89.7,17.51,30.1,4.04,302,143.4,63.4,32,34.2
43270,1,430,30.1,4.04,0,0,0,23.5,0,302,0,0,22,0,143.4,0,0,43,8,63.4,0,0,18,8,32,0,34.2,0,0,291,897,55.9,29.85,42.49,10.21,8.14,102.07,69,0.38,89.7,17.52,30,4.18,310.1,143.4,63.4,32,33.6
43270,2,430,30,4.18,0,0,4,17.5,10,310.1,0,1.56,17,10,143.4,0,0,44,10,63.4,0,0,24,0,32,0,33.6,0,0,337,897,56.14,29.92,42.49,10.21,8.13,102.04,69,0.38,89.7,17.52,30,3.98,316,143.4,63.4,32,33.6
43270,3,430,30,3.98,0,0,0,22,10,316,0,0,23,6,143.4,0,0,48,5,63.4,0,0,22,0,32,0,33.6,0,0,341,897,56.41,29.93,42.49,10.21,8.15,102.12,69,0.38,89.7,17.51,30.2,4,315.6,141.7,64.2,32,33.6
43271,1,440,30.2,4,0,0,0,25,0,315.6,0,0,25,0,141.7,0,0,46,0,64.2,0,0,20,5,32,0,33.6,0,0,351,897,56.23,29.91,42.49,10.21,8.13,102.1,69,0.37,89.7,17.52,30.1,4.12,320.3,141.7,64.2,32,33.6
43271,2,430,30.1,4.12,0,0,0,20,9,320.3,0,0,21,10,141.7,0,0,38,12,64.2,0,0,24,0,32,0,33.6,0,0,330,897,56.31,29.89,42.48,10.21,8.14,102.11,69,0.36,89.7,17.53,30,4.09,319.2,141.7,64.2,32,33.6
43271,3,430,30,4.09,0,0,0,23,8,319.2,0,0,25,0,141.7,0,0,44,10,64.2,0,0,22,0,32,0,33.6,0,0,314,897,56.78,29.88,42.48,10.2,8.14,102.14,69,0.38,89.7,17.51,30.2,4.07,319.6,141.9,63.5,32,33.6
43272,1,430,30.2,4.07,0,0,0,25,0,319.6,0,0,23,0,141.9,0,0,48,2,63.5,0,0,20,0,32,0,33.6,0,0,337,897,56.4,29.79,42.5,10.21,8.17,101.82,69,0.38,89.7,17.51,30.1,4.23,311.7,141.9,63.5,32,33.6
43272,2,430,30.1,4.23,0,0,4,19,10,311.7,0,0,19,8,141.9,0,0,43,13,63.5,0,0,18,0,32,0,33.6,0,0,381,897,56.22,29.89,42.5,10.21,8.19,101.6,69,0.38,89.7,17.52,30.1,4.02,312.1,141.9,63.5,32,33.6
43272,3,430,30.1,4.02,0,0,0,23,9,312.1,0,0,23,9,141.9,0,0,50,10,63.5,0,0,16,10,32,0,33.6,0,0,444,897,56.03,29.85,42.49,10.21,8.19,101.73,69,0.37,89.7,17.5,30.3,4.01,315.5,144.3,63.9,32,33.6
43273,1,430,30.3,4.01,0,0,0,24,0,315.5,0,0,25,0,144.3,0,0,50,0,63.9,0,0,23,0,32,0,33.6,0,0,495,897,56.96,29.83,42.51,10.22,8.21,101.52,69,0.38,89.7,17.5,30.2,4.13,317.4,144.3,63.9,32,33.6
43273,2,430,30.2,4.13,0,0,0,16,13,317.4,0,0,20,3,144.3,0,0,40,12,63.9,0,0,21,0,32,0,33.6,0,0,482,897,56.48,29.87,42.5,10.22,8.22,101.58,69,0.38,89.7,17.5,30.2,4.04,309.1,144.3,63.9,32,33.6
43273,3,430,30.2,4.04,0,0,0,20,0,309.1,0,0,16,0,144.3,0,0,42,0,63.9,0,0,17.5,0,32,0,33.6,0,0,353,897,56.15,29.88,42.47,10.2,8.17,101.89,69,0.38,89.7,17.5,30,4.08,312.2,141,64.3,33,33.4
43277,1,430,30,4.08,0,0,0,25,0,312.2,0,0,22,0,141,0,0,46,3,64.3,0,0,15,10,33,0,33.4,0,0,31,897,56.74,29.98,42.51,10.21,8.06,101.4,69,0.38,89.7,44.17,30.2,4.07,311,141,64.3,33,34.9
43277,2,430,30.2,4.07,0,0,0,23,0,311,0,0,21,5,141,0,0,46,5,64.3,0,0,25,0,33,0,34.9,0.9,0,352,897,56.24,29.91,42.5,10.21,8.1,101.39,69,0.38,89.7,17.53,30.3,4.11,317.2,141,64.3,33,34.9
43277,3,430,30.3,4.11,0,0,0,18,10,317.2,0,0,22,0,141,0,0,46,0,64.3,0,0,23,0,33,0,34.9,0,0,315,897,56.55,30.08,42.37,10.18,8.12,101.39,69,0.38,89.7,17.53,30.2,4.21,309.6,144.5,65.2,33,34.9
43278,1,430,30.2,4.21,0,0,4,22,5,309.6,0,0,18,10,144.5,0,0,38,17,65.2,0,0,21,8,33,0,34.9,0,0,325,897,56.16,30.03,42.5,10.2,8.12,101.3,69,0.36,89.7,17.54,30.3,4.02,315.7,144.5,65.2,33,34.4
43278,2,430,30.3,4.02,0,0,0,21,7,315.7,0,0,24,0,144.5,0,0,48,5,65.2,0,0,25,0,33,0,34.4,0,0,335,897,56.51,30.01,42.5,10.21,8.14,101.21,69,0.37,89.7,17.53,30.3,4.04,312.6,144.5,65.2,33,34.4
43278,3,430,30.3,4.04,0,0,0,23,0,312.6,0,0,20,9,144.5,0,0,48,0,65.2,0,0,25,0,33,0,34.4,0,0,318,897,56.86,30,42.5,10.21,8.15,101.19,69,0.37,89.7,17.53,30.3,4.13,315.7,142.3,64.5,33,34.1
43279,1,430,30.3,4.13,0,0,0,18,12,315.7,0,0,24,0,142.3,0,0,41,15,64.5,0,0,23,5,33,0,34.1,0,0,367,897,56.19,30.02,42.51,10.21,8.16,101.2,69,0.38,89.7,17.52,30.2,4.2,316,142.3,64.5,33,34.1
43279,2,430,30.2,4.2,0,0,4,24,0,316,0,0,20,0,142.3,0,0,49,0,64.5,0,0,25,0,33,0,34.1,0,0,352,897,56.45,30,42.38,10.21,8.2,101.22,69,0.37,89.7,17.53,30.2,3.9,322.6,142.3,64.5,33,34.1
43279,3,430,30.2,3.9,2,2,0,19,6,322.6,0,0,16,10,142.3,0,0,42,10,64.5,0,0,23,0,33,0,34.1,0,0,329,897,56.79,29.97,42.49,10.21,8.18,101.26,69,0.38,89.7,17.52,30.2,4.12,319.1,144.3,64.6,33,34.1
43280,1,430,30.2,4.12,0,0,0,21,7,319.1,0,0,21,8,144.3,0,0,44,11,64.6,0,0,22,7,33,0,34.1,0,0,440,897,56.47,30,42.43,10.22,8.24,100.94,69,0.38,89.7,17.52,30.3,4.12,317.4,144.3,64.6,33,34.4
43280,2,430,30.3,4.12,0,0,0,21,10,317.4,0,0,24,0,144.3,0,0,46,10,64.6,0,0,25,0,33,0,34.4,0,0,492,897,56.08,30,42.44,10.2,8.25,100.93,69,0.38,89.7,17.51,30.3,4.05,319.1,144.3,64.6,33,34.4
43280,3,430,30.3,4.05,0,0,0,23,7,319.1,0,0,18,10,144.3,0,0,46,0,64.6,0,0,23,0,33,0,34.4,0,0,368,897,56.72,29.95,42.49,10.21,8.2,101.16,69,0.39,89.7,17.51,30.1,4.13,313.6,143.8,63.2,31,33.7
43284,1,430,30.1,4.13,0,0,0,25,0,313.6,0,0,24,0,143.8,0,0,38,16,63.2,0,0,20.5,5,31,0,33.7,0,0,137,897,56.35,29.95,42.55,10.23,8.03,100.86,69,0.36,89.7,22.75,30.4,4.28,323.4,143.8,63.2,31,33.9
43284,2,430,30.4,4.28,0,0,4,22,7,323.4,0,0,21,0,143.8,0,0,52,0,63.2,0,0,24,0,31,0,33.9,0,0,325,897,56.39,29.99,42.53,10.22,8.06,101.03,69,0.37,89.7,17.53,30.4,4.13,321.6,143.8,63.2,31,33.9
43284,3,430,30.4,4.13,0,0,0,24,0,321.6,0,0,17,8,143.8,0,0,44,10,63.2,0,0,22.5,0,31,0,33.9,0,0,347,897,56.34,29.93,42.5,10.21,8.06,101.37,69,0.37,89.7,17.52,30.4,4.03,316.8,144.6,64.4,31,33.9
43285,1,430,30.4,4.03,0,0,0,19,11,316.8,0,0,21,10,144.6,0,0,47,7,64.4,0,0,21,5,31,0,33.9,0,0,355,897,56.74,29.94,42.51,10.22,8.1,101.4,69,0.38,89.7,17.52,30.5,4.14,318.4,144.6,64.4,31,33.7
43285,2,430,30.5,4.14,0,0,0,23,0,318.4,0,0,25,0,144.6,0,0,48,0,64.4,0,0,23,0,31,0,33.7,0,0,343,897,56.63,29.91,42.5,10.21,8.1,101.32,69,0.37,89.7,17.53,30.4,4.22,323.5,144.6,64.4,31,33.7
43285,3,430,30.4,4.22,0,0,4,18,10,323.5,0,0,23,5,144.6,0,0,40,10,64.4,0,0,21,0,31,0,33.7,0,0,332,897,56.45,29.99,42.5,10.21,8.12,101.31,69,0.39,89.7,17.52,30.4,3.99,317.3,144,64.3,31,33.7
43286,1,430,30.4,3.99,0,0,0,22,7,317.3,0,0,23,0,144,0,0,44,12,64.3,0,0,20,0,31,0,33.7,0,0,348,897,56.49,29.91,42.51,10.21,8.14,101.32,69,0.38,89.7,17.52,30.5,4.03,315.3,144,64.3,31,33.7
43286,2,430,30.5,4.03,0,0,0,22,7,315.3,0,0,19,9,144,0,0,48,0,64.3,0,0,25,0,31,0,33.7,0,0,359,897,56.59,29.93,42.5,10.21,8.15,101.45,69,0.38,89.7,17.52,30.4,4.11,314.9,144,64.3,31,33.7
43286,3,430,30.4,4.11,0,0,0,23,0,314.9,0,0,24,0,144,0,0,41,10,64.3,0,0,24,0,31,0,33.7,0,0,310,897,56.47,29.97,42.48,10.21,8.12,101.73,69,0.37,89.7,17.52,30.4,4.04,317,149.1,63.9,31,33.7
43287,1,430,30.4,4.04,0,0,0,17,12,317,0,0,20,8,149.1,0,0,46,10,63.9,0,0,22,5,31,0,33.7,0,80,378,897,56.27,29.9,41.2,9.9,7.97,101.71,69,0.38,89.7,17.51,30.5,4.11,321,149.1,63.9,31,33.7
43287,2,430,30.5,4.11,0,0,0,21,8,321,0,0,23,0,149.1,0,0,43.5,10,63.9,0,0,24,0,31,0,33.7,0,129,337,897,55.87,29.93,40.5,9.73,7.88,101.7,69,0.38,89.7,17.51,30.4,4.17,320.6,149.1,63.9,31,33.7
43287,3,430,30.4,4.17,0,0,4,22,5,320.6,0,0,18,0,149.1,0,0,48,0,63.9,0,0,22,0,31,0,33.7,0,67,250,897,56.55,29.94,40.98,9.85,7.95,101.7,69,0.38,89.7,17.5,30.3,4,316.1,150.9,64.5,33,33.5
43290,1,440,30.3,4,0,0,0,20,0,316.1,0,0,14,10,150.9,0,0,42,0,64.5,0,0,20,0,33,0,33.5,0,44,121,897,55.63,29.88,40.88,9.82,7.81,100.42,69,0.38,89.7,17.51,30.4,4.2,318.5,150.9,64.5,33,33.5
43290,2,430,30.4,4.2,0,0,4,17,0,318.5,0,0,22,0,150.9,0,0,38,0,64.5,0,0,19,0,33,0,33.5,0,124,283,897,56.11,29.85,40.27,9.69,7.8,100.46,69,0.39,89.7,21.13,30.5,3.93,313.6,150.9,64.5,33,33.5
